model,ch,seed,fold,acc_A,f1_A,acc_B,f1_B
M02,6ch,21,13,0.2782435129740519,0.24198209832289297,0.2782435129740519,0.24198209832289297
M02,6ch,21,14,0.481437125748503,0.4656382276236887,0.481437125748503,0.4656382276236887
M02,6ch,21,15,0.4351297405189621,0.44312220969673066,0.4351297405189621,0.44312220969673066
M03,62ch,1,1,0.4347305389221557,0.4385317353677233,0.4347305389221557,0.4385317353677233
M03,62ch,1,2,0.6171656686626746,0.6203618829926425,0.6171656686626746,0.6203618829926425
M03,62ch,1,3,0.41916167664670656,0.4222603781839926,0.41916167664670656,0.4222603781839926
M03,62ch,1,4,0.5437125748502994,0.5361665480715118,0.5437125748502994,0.5361665480715118
M03,62ch,1,5,0.4411177644710579,0.39289130619532436,0.4411177644710579,0.39289130619532436
M03,62ch,1,6,0.41397205588822356,0.40797001131392274,0.41397205588822356,0.40797001131392274
M03,62ch,1,7,0.7385229540918163,0.7318150476094955,0.7385229540918163,0.7318150476094955
M03,62ch,1,8,0.48223552894211574,0.4761918081120142,0.48223552894211574,0.4761918081120142
M03,62ch,1,9,0.4339321357285429,0.4438452800820671,0.4339321357285429,0.4438452800820671
M03,62ch,1,10,0.49181636726546907,0.48348340775083104,0.49181636726546907,0.48348340775083104
M03,62ch,1,11,0.3500998003992016,0.33562821977029567,0.3500998003992016,0.33562821977029567
M03,62ch,1,12,0.4562874251497006,0.4555311246292162,0.4562874251497006,0.4555311246292162
M03,62ch,1,13,0.40119760479041916,0.3976056276557275,0.40119760479041916,0.3976056276557275
M03,62ch,1,14,0.5013972055888224,0.4989930896745447,0.5013972055888224,0.4989930896745447
M03,62ch,1,15,0.555688622754491,0.5547963656524059,0.555688622754491,0.5547963656524059
M03,62ch,7,1,0.4347305389221557,0.4385317353677233,0.4347305389221557,0.4385317353677233
M03,62ch,7,2,0.6171656686626746,0.6203618829926425,0.6171656686626746,0.6203618829926425
M03,62ch,7,3,0.41916167664670656,0.4222603781839926,0.41916167664670656,0.4222603781839926
